 -8.1239434e+000 -6.2752888e-001 -3.3441401e-001 -1.0120423e-002  2.0631270e-001  1.8584285e-001  3.1646116e-001  2.9596832e-001  2.8648301e-001  3.0416653e-001  2.0324740e-001  2.6061364e-001  1.1200113e-001  2.2235723e-001  1.3049439e-001
 -8.1241348e+000 -6.2825612e-001 -3.3507960e-001 -1.0852932e-002  2.0572157e-001  1.8554353e-001  3.1683383e-001  2.9678493e-001  2.8732882e-001  3.0483619e-001  2.0368860e-001  2.6079668e-001  1.1191965e-001  2.2218459e-001  1.3044647e-001
 -8.1226722e+000 -6.2489422e-001 -3.3253224e-001 -9.7747563e-003  2.0544175e-001  1.8399784e-001  3.1369878e-001  2.9361961e-001  2.8549330e-001  3.0365170e-001  2.0347702e-001  2.6149784e-001  1.1289226e-001  2.2339140e-001  1.3135479e-001
 -8.1251477e+000 -6.2959226e-001 -3.3571239e-001 -9.7675467e-003  2.0779196e-001  1.8792040e-001  3.1869366e-001  2.9749199e-001  2.8676226e-001  3.0418831e-001  2.0274719e-001  2.5971586e-001  1.1130373e-001  2.2154405e-001  1.2972403e-001
 -8.1245463e+000 -6.2869898e-001 -3.3520186e-001 -1.0243129e-002  2.0668961e-001  1.8658990e-001  3.1757100e-001  2.9696113e-001  2.8695978e-001  3.0445742e-001  2.0321096e-001  2.6029966e-001  1.1165519e-001  2.2192066e-001  1.3013876e-001
 -8.1239070e+000 -6.2683763e-001 -3.3367933e-001 -9.0408230e-003  2.0737452e-001  1.8646283e-001  3.1601352e-001  2.9491334e-001  2.8537423e-001  3.0333738e-001  2.0270914e-001  2.6041105e-001  1.1216067e-001  2.2258359e-001  1.3052355e-001
 -8.1259365e+000 -6.3144109e-001 -3.3712574e-001 -1.0539840e-002  2.0766522e-001  1.8848779e-001  3.2026855e-001  2.9927789e-001  2.8795389e-001  3.0502025e-001  2.0305534e-001  2.5951788e-001  1.1085865e-001  2.2092071e-001  1.2929010e-001
 -8.1240983e+000 -6.2780157e-001 -3.3460911e-001 -1.0178489e-002  2.0637531e-001  1.8592947e-001  3.1655877e-001  2.9612027e-001  2.8662040e-001  3.0430029e-001  2.0334335e-001  2.6066616e-001  1.1201963e-001  2.2232995e-001  1.3046544e-001
 -8.1248700e+000 -6.2919150e-001 -3.3549314e-001 -1.0058516e-002  2.0717448e-001  1.8721136e-001  3.1814759e-001  2.9727815e-001  2.8691731e-001  3.0437530e-001  2.0303537e-001  2.6005449e-001  1.1149634e-001  2.2173125e-001  1.2993492e-001
 -8.1237050e+000 -6.2688574e-001 -3.3389530e-001 -9.7451824e-003  2.0648854e-001  1.8577056e-001  3.1596359e-001  2.9530918e-001  2.8596815e-001  3.0379444e-001  2.0307619e-001  2.6064061e-001  1.1215121e-001  2.2256399e-001  1.3061839e-001
 -8.1246737e+000 -6.2880567e-001 -3.3521875e-001 -1.0047542e-002  2.0698253e-001  1.8687464e-001  3.1771412e-001  2.9694987e-001  2.8682385e-001  3.0434721e-001  2.0310750e-001  2.6021221e-001  1.1163037e-001  2.2188282e-001  1.3007129e-001
 -8.1242445e+000 -6.2816977e-001 -3.3487955e-001 -1.0337752e-002  2.0632603e-001  1.8604082e-001  3.1692469e-001  2.9652122e-001  2.8688093e-001  3.0446569e-001  2.0337473e-001  2.6057846e-001  1.1188128e-001  2.2216935e-001  1.3036137e-001
 -8.1243463e+000 -6.2864531e-001 -3.3532422e-001 -1.0836165e-002  2.0591760e-001  1.8586816e-001  3.1725733e-001  2.9711534e-001  2.8744212e-001  3.0488337e-001  2.0361730e-001  2.6063406e-001  1.1177120e-001  2.2201479e-001  1.3030381e-001
 -8.1242376e+000 -6.2842261e-001 -3.3517328e-001 -1.0792351e-002  2.0587740e-001  1.8574942e-001  3.1704330e-001  2.9691061e-001  2.8733164e-001  3.0481508e-001  2.0361683e-001  2.6069184e-001  1.1184287e-001  2.2210278e-001  1.3036987e-001
